audio_id,transcription,detected_language
../data/audios\6892033111182331137,"Alabama, Alaska, Arizona, Arkansas, California, Colorado, Connecticut, Delaware, Florida, Georgia, Hawaii, Idaho, Illinois, Indiana, Iowa, Kansas, Kentucky, Louisiana, Maine, Maryland, Massachusetts, Michigan, Minnesota, Mississippi, Missouri, Montana, Nebraska, Nevada, New Hampshire, New Jersey, New Mexico, New York, North Dakota, North Carolina, Ohio, Oklahoma, Oregon, Pennsylvania, Rhode Island, South Carolina, South Dakota, Tennessee, Texas, Utah, Vermont, Virginia, Washington, West Virginia, Wisconsin, Wyoming,",en
../data/audios\6892038315839786241,I said I don't think that he's good for you. How do you know when-,en
../data/audios\6892043880309460229,"Did you guys already eat? Because I think we should take a break. Let's stop for like three hours and do lunch. Let's do DoorDash. What are you guys in the mood for? Guys, has it always been this bright in this office? Because I feel like the lighting is hitting a little too well today. Come take this selfie with me. Huh? Oh, I've only counted 20 votes. Okay. I don't care that it's been seven hours. Do you want it to be accurate or do you want it to be rushed? Hello? No, girl, I'm not busy. I'm just counting votes for the awards show. Huh? Oh. So apparently it's a presidential election and not an awards show. Aw, this is my crush's ballot. I should send them a picture. What do you mean that's against the law?",en
../data/audios\6892051086094404870,"Y'all, there has never been a better time to watch Fox News than right now. Whoops, buddy, you missed. You missed it. Let's click on Arizona. Oh, sorry guys. He's clicking on like a mobile ad that's still got five seconds left. One more time. One more time.",en
../data/audios\6892051230722444550,"No. No? Well, I'm here to serve an eviction notice. You've been served. Your mom and dad has been served. Thank you very much.",en
../data/audios\6892065278419537158,"You should check out the Twitter feed of the president's spawn, because it is like rantings in Cran by somebody having an LSB trip.",en
../data/audios\6892067409033841926,"To any Republican going to Philadelphia with guns to intimidate them, turn around now while you have your life. A city whose unofficial slogan is, fuck around and find out. A city where vomiting on a child to get revenge is like, eh, she probably had it coming. A city that will whip a D battery at your head if you win. A city which said, fuck you Santa Claus, you're eating snowballs for dinner. A city that was almost burned to the ground after a World Series they won. They decapitated a Canadian robot and were like, well we didn't know him so we caught his head off. A city where an old lady was going through a metal detector. A city that almost killed the man who was just playing the Washington Redskins mascot. They're like the Emperor in Star Wars. Good, good, just let the hate flow through you. They love that you hate them, don't give them a chance to kill.",en
../data/audios\6892083075782626562,"You should get the orange soda, it's amazing. Okay. What would you ladies like to drink? Orange soda, please. I'll have the strawberry soda. Me too, strawberry soda.",en
../data/audios\6892086316142546182,"You know, I think what the president needs to do is frankly put his big boy pants on. He needs to acknowledge the fact that he lost and he needs to congratulate the winner, just as Jimmy Carter did, just as George H.W. Bush did, and frankly just as Al Gore did. And stop this and let us move forward as a country.",en
../data/audios\6892099595543776518,"I may be pulling out Trisha Paytas on the kitchen floor right now, but at least I have pie. Oh my fucking god!",en
../data/audios\6892103002316868870,"It's a lie, Victor. Bella, I have a lot of respect for you. You're one of my favorite conservatives on this app. But once you call me a liar and contribute to dangerous election conspiracy theories, it's gloves off. In this video, you claim that there's voter fraud without giving one specific example. Only evidence you have to back up this claim is that Trump has filed lawsuits. These lawsuits are already being thrown out, like the one in Georgia. The only lawsuit Trump has won was the Pennsylvania lawsuit that allowed poll watchers to stand closer to those counting votes. They were initially standing further back because of coronavirus. Now with masks on, poll watchers are able to stand closer to those counting votes. And guess what? No voter fraud has been reported and Pennsylvania flipped blue. Not because you didn't give me any specific examples of voter fraud, I'm gonna address your comment section. Conservatives have been claiming that they were given Sharpies to fill out their ballot, which invalidates that. This is false. Sharpies will not invalidate your ballot and they're actually preferred because of their quick drying time. A friend of mine received someone else's absentee ballot. We're very familiar with this on the left. In order for your absentee ballot to be counted, the signature must match that of your registration. So she could have sent all those ballots in for her preferred candidate and they would not have been counted. And finally, there is zero evidence to prove that dead people have been voting in Michigan.",en
